customer_id,gender,marital_status,income,age,customer_since_months,customer_rel_dur_segment,city_grp,occupation_adm-clerical,occupation_armed-forces,occupation_craft-repair,occupation_exec-managerial,occupation_farming-fishing,occupation_handlers-cleaners,occupation_machine-op-inspct,occupation_other-service,occupation_priv-house-serv,occupation_prof-specialty,occupation_protective-serv,occupation_sales,occupation_tech-support,occupation_transport-moving,policy_deductable,policy_annual_premium,umbrella_limit,incident_severity,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,months_ago_incident_date,years_auto_old,bodily_injury_single_limit,bodily_injury_total_limit,net_captial,incident_hour_of_the_day_evening,incident_hour_of_the_day_morning,incident_hour_of_the_day_night,property_damage_no,property_damage_yes,police_report_available_no,police_report_available_yes,collision_type_front collision,collision_type_rear collision,collision_type_side collision,authorities_contacted_ambulance,authorities_contacted_fire,authorities_contacted_none,authorities_contacted_other,authorities_contacted_police,motor_addon
sb3001601,1,1,35164,41,40.0,0,t1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,671.92,0,0.2,1,2,0,64080,7120,7120,49840,92000,64.0,23,100,300,-26400,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,single vehicle collision
sb3001602,1,1,60093,30,59.0,0,unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1358.03,0,0.2,1,2,1,55000,10000,10000,35000,48000,63.0,12,250,500,27900,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,single vehicle collision
sb3001603,0,1,37746,49,77.0,0,t0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1008.79,4000000,0.2,1,2,2,4400,0,550,3850,80000,64.0,20,250,500,46000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,vehicle theft
sb3001604,1,0,81720,40,51.0,0,t0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000,1141.1,0,0.2,2,0,1,71640,5970,11940,53730,48000,63.0,12,100,300,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,multi-vehicle collision
sb3001605,0,1,56695,34,93.0,0,t0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1397.0,0,0.2,1,1,0,61740,6860,6860,48020,92000,64.0,23,100,300,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,single vehicle collision
sb3001606,1,1,67616,35,29.0,0,t2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1000,1664.66,0,0.2,1,0,2,57500,5750,5750,46000,40000,63.0,10,500,1000,-66200,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,single vehicle collision
sb3001607,0,1,77172,31,35.0,0,t1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000,1151.39,4000000,0.2,1,0,0,8700,870,1740,6090,68000,64.0,17,250,500,-63900,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,parked car
sb3001608,0,0,60844,39,71.0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,1546.01,0,0.2,4,2,1,77100,15420,7710,53970,96000,64.0,24,100,300,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,multi-vehicle collision
sb3001609,1,1,79645,46,62.0,0,t0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,1063.67,0,0.2,1,2,0,59400,6600,6600,46200,100000,63.0,25,250,500,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,single vehicle collision
sb3001610,1,1,39023,35,93.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,709.14,0,0.2,3,1,0,54890,9980,4990,39920,56000,63.0,14,100,300,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,multi-vehicle collision
sb3001611,1,1,73055,39,42.0,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,500,1039.55,0,0.2,3,2,1,74030,6730,13460,53840,60000,63.0,15,250,500,-4100,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,multi-vehicle collision
sb3001612,0,0,49066,30,123.0,0,t0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,500,1339.39,0,0.2,1,1,2,61490,11180,11180,39130,88000,63.0,22,250,500,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,single vehicle collision
sb3001613,0,1,55957,35,52.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1202.75,0,0.2,3,0,2,79560,6630,13260,59670,68000,64.0,17,250,500,-32200,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,multi-vehicle collision
sb3001614,1,0,59578,46,112.0,0,t1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1081.17,0,0.2,1,0,1,4900,490,490,3920,40000,64.0,10,100,300,-65200,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,parked car
sb3001615,0,0,71283,34,32.0,0,t1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,991.39,0,0.2,3,1,0,77770,14140,14140,49490,80000,63.0,20,250,500,-15800,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,multi-vehicle collision
sb3001616,1,1,34537,34,86.0,0,t2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,984.02,0,0.2,2,2,2,74700,7470,14940,52290,52000,63.0,13,500,1000,75800,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,multi-vehicle collision
sb3001617,1,0,53830,45,100.0,0,t1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500,1354.83,0,0.2,2,2,2,40600,4060,4060,32480,40000,64.0,10,100,300,66300,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,multi-vehicle collision
sb3001618,1,1,44397,41,72.0,0,t0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000,830.31,0,0.2,1,1,0,45270,10060,10060,25150,56000,64.0,14,100,300,-32600,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,single vehicle collision
sb3001619,0,0,37980,34,76.0,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,987.42,7000000,0.2,3,0,2,47080,4280,8560,34240,56000,64.0,14,100,300,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,multi-vehicle collision
sb3001620,0,1,45700,42,74.0,0,t2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1119.29,0,0.2,1,0,0,40700,4070,4070,32560,80000,64.0,20,500,1000,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,single vehicle collision
sb3001621,0,1,33431,45,79.0,0,t0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500,1048.39,0,0.2,1,2,1,34650,6300,3150,25200,96000,63.0,24,100,300,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,single vehicle collision
sb3001622,1,1,70721,36,93.0,0,t2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1000,1074.47,0,0.2,1,2,0,3200,400,400,2400,32000,63.0,8,500,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,parked car
sb3001623,1,1,36156,47,34.0,0,t1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000,1230.76,0,0.2,1,1,1,78980,7180,14360,57440,92000,64.0,23,500,1000,-74200,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,single vehicle collision
sb3001624,0,0,68271,37,54.0,0,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500,1255.02,0,0.2,1,1,0,6160,560,1120,4480,96000,64.0,24,500,1000,58200,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,parked car
sb3001625,1,1,48850,45,88.0,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000,1555.52,0,0.2,1,1,1,85250,15500,7750,62000,84000,63.0,21,100,300,-24200,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,single vehicle collision
sb3001626,0,1,33985,46,29.0,0,unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000,836.11,5000000,0.2,4,1,2,72840,12140,6070,54630,40000,64.0,10,100,300,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,multi-vehicle collision
sb3001627,0,0,78670,39,81.0,0,t1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1450.98,0,0.2,1,0,2,6050,1100,1100,3850,40000,64.0,10,100,300,43700,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,parked car
sb3001628,0,1,32578,36,42.0,0,t2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000,625.08,0,0.2,1,2,2,87890,15980,7990,63920,24000,64.0,6,250,500,7200,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,single vehicle collision
sb3001629,1,1,59113,49,32.0,0,t0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,1133.27,0,0.2,2,0,2,60500,11000,5500,44000,84000,62.0,21,100,300,-56400,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,multi-vehicle collision
sb3001630,0,0,82717,33,121.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,1366.6,0,0.2,3,2,1,88220,16040,16040,56140,48000,64.0,12,500,1000,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,multi-vehicle collision
sb3001631,0,0,82964,31,109.0,0,t1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,1439.9,6000000,0.2,2,1,2,53680,9760,4880,39040,64000,64.0,16,500,1000,-48400,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,multi-vehicle collision
sb3001632,1,0,53090,33,100.0,0,t1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1230.69,0,0.2,1,0,2,53800,5380,5380,43040,56000,64.0,14,500,1000,-54600,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,single vehicle collision
sb3001633,0,1,66736,50,77.0,0,unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000,1307.68,0,0.2,1,1,2,54360,4530,9060,40770,100000,64.0,25,100,300,-48500,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,single vehicle collision
sb3001634,0,1,80462,30,69.0,0,t0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,1124.69,0,0.2,1,0,2,54340,9880,4940,39520,76000,63.0,19,500,1000,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,single vehicle collision
sb3001635,0,1,46251,47,69.0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1520.78,0,0.2,1,0,2,2860,520,260,2080,92000,64.0,23,100,300,-42900,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,parked car
sb3001636,1,1,56472,48,98.0,0,t0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,1609.11,0,0.2,1,2,1,5490,0,1220,4270,84000,64.0,21,100,300,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,vehicle theft
sb3001637,1,1,48409,41,20.0,1,t2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1358.91,0,0.2,1,0,2,7370,670,1340,5360,92000,64.0,23,500,1000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,vehicle theft
sb3001638,1,1,69380,38,109.0,0,t2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500,1295.87,0,0.2,3,1,0,50800,5080,5080,40640,92000,64.0,23,500,1000,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,multi-vehicle collision
sb3001639,0,1,54047,43,68.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,1161.03,5000000,0.2,2,1,1,41520,5190,5190,31140,24000,63.0,6,250,500,45300,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,multi-vehicle collision
sb3001640,1,0,73005,31,65.0,0,t0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,1441.06,0,0.2,1,2,2,89650,8150,16300,65200,60000,64.0,15,500,1000,-24500,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,single vehicle collision
sb3001641,0,0,31342,49,98.0,0,t1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1097.99,0,0.2,3,0,2,39690,0,0,39690,88000,63.0,22,100,300,-27100,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001642,1,1,38636,41,123.0,0,unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1464.42,0,0.2,1,2,0,62260,5660,5660,50940,100000,64.0,25,500,1000,79900,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,single vehicle collision
sb3001643,1,1,77114,37,48.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,1543.68,0,0.2,1,0,1,51920,9440,4720,37760,76000,64.0,19,250,500,20200,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,single vehicle collision
sb3001644,1,1,34276,39,23.0,1,t1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500,1390.89,5000000,0.2,1,2,2,53460,9720,4860,38880,44000,63.0,11,250,500,-74400,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,single vehicle collision
sb3001645,0,0,39647,48,75.0,0,t1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,1148.58,0,0.2,3,2,1,57100,5710,5710,45680,24000,63.0,6,100,300,-71200,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,multi-vehicle collision
sb3001646,0,1,66621,44,124.0,0,unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1616.26,0,0.2,3,2,2,77440,14080,7040,56320,64000,63.0,16,250,500,-6900,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,multi-vehicle collision
sb3001647,0,0,58873,41,85.0,0,t0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500,1398.94,0,0.2,1,1,2,68300,6830,13660,47810,68000,64.0,17,500,1000,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,single vehicle collision
sb3001648,0,0,63760,40,65.0,0,t1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1000,1238.92,0,0.2,1,0,2,5060,460,920,3680,32000,63.0,8,500,1000,4100,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,parked car
sb3001649,0,0,45795,37,95.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,968.46,0,0.2,3,0,2,59400,6600,13200,39600,100000,64.0,25,100,300,-15400,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,multi-vehicle collision
sb3001650,1,0,41173,42,121.0,0,t2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,500,1045.12,0,0.2,3,0,2,69930,0,15540,54390,28000,64.0,7,100,300,-28300,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,multi-vehicle collision
sb3001651,1,0,32753,44,122.0,0,t2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000,1537.33,0,0.2,3,1,1,77700,7770,15540,54390,48000,63.0,12,100,300,-74800,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,multi-vehicle collision
sb3001652,0,0,82302,32,111.0,0,t0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500,912.3,0,0.2,3,2,1,68750,12500,12500,43750,52000,64.0,13,500,1000,14500,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,multi-vehicle collision
sb3001653,0,1,55670,36,17.0,1,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000,1007.28,6000000,0.2,3,1,2,91080,16560,16560,57960,100000,63.0,25,100,300,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,multi-vehicle collision
sb3001654,1,0,61226,41,104.0,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000,1189.98,4000000,0.2,1,1,2,48360,4030,8060,36270,80000,63.0,20,500,1000,-54700,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,single vehicle collision
sb3001655,0,0,59024,49,96.0,0,t0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1000,1576.41,0,0.2,1,1,1,95000,9500,9500,76000,76000,63.0,19,250,500,-55100,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,single vehicle collision
sb3001656,1,1,43272,30,70.0,0,t1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500,1172.82,4000000,0.2,1,1,2,3900,780,390,2730,40000,63.0,10,100,300,82100,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,vehicle theft
sb3001657,0,1,79684,30,37.0,0,t1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,500,1312.22,9000000,0.2,3,0,2,59400,11880,5940,41580,40000,63.0,10,500,1000,-33300,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,multi-vehicle collision
sb3001658,0,0,80407,33,89.0,0,t2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,671.01,7000000,0.2,1,2,0,60210,6690,6690,46830,28000,64.0,7,500,1000,-18600,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,single vehicle collision
sb3001659,1,1,63479,47,106.0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,500,895.14,0,0.2,1,0,2,43600,8720,4360,30520,40000,64.0,10,250,500,22200,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,single vehicle collision
sb3001660,0,0,36273,45,52.0,0,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,1373.21,0,0.2,3,0,0,62800,6280,12560,43960,32000,63.0,8,100,300,-22200,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,multi-vehicle collision
sb3001661,0,0,74360,31,24.0,1,t0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000,1625.65,0,0.2,1,1,2,59500,11900,5950,41650,56000,63.0,14,250,500,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,single vehicle collision
sb3001662,1,0,77145,35,21.0,1,t1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,1295.63,4000000,0.2,3,1,0,53460,5940,5940,41580,44000,64.0,11,250,500,8400,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,multi-vehicle collision
sb3001663,0,1,60479,31,32.0,0,t0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,1459.96,6000000,0.2,3,0,1,41690,7580,7580,26530,84000,64.0,21,100,300,-700,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,multi-vehicle collision
sb3001664,0,1,34360,38,40.0,0,t1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1219.94,7000000,0.2,1,0,1,63100,6310,12620,44170,80000,63.0,20,100,300,-51000,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,single vehicle collision
sb3001665,1,1,35688,43,84.0,0,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500,1064.49,5000000,0.2,1,2,1,62880,5240,10480,47160,52000,63.0,13,500,1000,30200,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,single vehicle collision
sb3001666,0,1,42689,39,58.0,0,t0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1000,959.83,0,0.2,3,2,2,75400,17400,11600,46400,56000,63.0,14,100,300,-38700,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,multi-vehicle collision
sb3001667,0,0,50514,33,111.0,0,t2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,1767.02,0,0.2,1,1,1,46200,4200,8400,33600,92000,63.0,23,250,500,-49300,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,single vehicle collision
sb3001668,1,1,67019,43,104.0,0,t1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,1285.01,0,0.2,1,2,2,58500,5850,5850,46800,40000,63.0,10,500,1000,-39800,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,single vehicle collision
sb3001669,0,1,84375,34,68.0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,1422.95,0,0.2,3,1,2,66240,11040,11040,44160,68000,64.0,17,500,1000,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,multi-vehicle collision
sb3001670,1,1,32279,43,32.0,0,t2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000,1223.39,0,0.2,3,1,2,65440,8180,8180,49080,24000,64.0,6,100,300,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,multi-vehicle collision
sb3001671,1,1,54452,49,55.0,0,t1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000,1539.06,0,0.2,1,0,2,64200,10700,10700,42800,72000,64.0,18,500,1000,37800,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,single vehicle collision
sb3001672,1,0,71475,49,52.0,0,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,988.06,0,0.2,3,1,0,32320,4040,4040,24240,80000,63.0,20,100,300,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,multi-vehicle collision
sb3001673,1,0,64619,41,104.0,0,unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000,1740.57,0,0.2,1,0,1,33480,3720,3720,26040,36000,64.0,9,500,1000,-18600,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,single vehicle collision
sb3001674,0,1,65128,43,32.0,0,t1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000,1540.91,7000000,0.2,1,1,1,4320,480,960,2880,100000,63.0,25,250,500,40900,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,vehicle theft
sb3001675,1,0,76333,32,60.0,0,t1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1381.88,5000000,0.2,1,0,2,4200,840,420,2940,48000,63.0,12,250,500,-77800,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,vehicle theft
sb3001676,1,0,40377,40,72.0,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,500,1446.98,0,0.2,3,2,0,57970,10540,5270,42160,56000,63.0,14,100,300,-45700,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,multi-vehicle collision
sb3001677,1,0,82048,46,98.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,500,1220.86,0,0.2,1,1,2,4320,0,960,3360,68000,64.0,17,500,1000,15000,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,parked car
sb3001678,1,0,51212,34,51.0,0,t1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,948.1,0,0.2,3,0,2,69300,13860,6930,48510,40000,64.0,10,500,1000,-16900,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,multi-vehicle collision
sb3001679,0,0,41793,37,61.0,0,t1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,1471.24,0,0.2,3,2,2,32480,4060,4060,24360,92000,64.0,23,100,300,-36100,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,multi-vehicle collision
sb3001680,1,0,63016,45,62.0,0,t2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,1157.97,0,0.2,1,2,2,60480,6720,6720,47040,76000,63.0,19,100,300,-64500,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,single vehicle collision
sb3001681,1,0,32555,37,40.0,0,unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,566.11,5000000,0.2,1,0,0,2640,440,440,1760,20000,64.0,5,250,500,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,parked car
sb3001682,1,1,31649,48,44.0,0,t0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500,1060.88,0,0.2,1,0,2,6050,550,1100,4400,44000,63.0,11,500,1000,-66500,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,parked car
sb3001683,0,1,55955,42,61.0,0,t1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000,1524.45,4000000,0.2,4,0,0,42700,4270,4270,34160,100000,63.0,25,250,500,-44800,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,multi-vehicle collision
sb3001684,1,1,47062,36,38.0,0,t1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000,1556.17,0,0.2,1,1,2,40260,3660,7320,29280,96000,63.0,24,250,500,10600,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,single vehicle collision
sb3001685,0,0,51438,34,30.0,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,500,1216.24,0,0.2,1,2,0,50000,5000,10000,35000,48000,64.0,12,500,1000,-20500,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,single vehicle collision
sb3001686,1,0,52409,38,90.0,0,t2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500,1484.72,5000000,0.2,1,0,1,3840,640,320,2880,88000,63.0,22,250,500,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,parked car
sb3001687,0,0,66793,49,57.0,0,t0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500,1203.81,0,0.2,3,0,2,95900,13700,20550,61650,84000,63.0,21,250,500,1200,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001688,1,1,41112,31,54.0,0,unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000,1393.34,0,0.2,3,1,2,56160,6240,12480,37440,72000,64.0,18,250,500,-61400,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,multi-vehicle collision
sb3001689,0,0,46605,45,89.0,0,t0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1000,1484.48,0,0.2,1,2,2,63030,5730,11460,45840,96000,63.0,24,100,300,14400,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,single vehicle collision
sb3001690,0,1,49338,44,101.0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,500,1581.27,5000000,0.2,1,2,2,63470,5770,11540,46160,84000,64.0,21,250,500,-5800,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,single vehicle collision
sb3001691,1,0,82819,31,106.0,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1281.25,0,0.2,1,0,2,44440,8080,4040,32320,52000,63.0,13,250,500,-53100,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,single vehicle collision
sb3001692,1,1,82853,33,85.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,500,1667.83,0,0.2,1,1,1,6600,1200,1200,4200,60000,63.0,15,250,500,-18900,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,parked car
sb3001693,0,1,59438,39,39.0,0,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1000,1497.41,0,0.2,3,2,0,77200,9650,9650,57900,96000,64.0,24,250,500,-30400,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,multi-vehicle collision
sb3001694,0,1,58185,41,84.0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500,803.36,0,0.2,3,0,0,57000,0,11400,45600,28000,63.0,7,100,300,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,multi-vehicle collision
sb3001695,1,0,76016,30,49.0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,1221.41,0,0.2,1,2,1,2700,300,300,2100,56000,63.0,14,250,500,-25800,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,vehicle theft
sb3001696,1,0,82425,47,70.0,0,t0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500,1865.83,5000000,0.2,1,2,1,47300,4300,8600,34400,56000,63.0,14,250,500,-17800,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,single vehicle collision
sb3001697,1,1,40168,48,106.0,0,t1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,1434.27,0,0.2,1,2,2,55110,5010,10020,40080,72000,64.0,18,250,500,-35900,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,single vehicle collision
